0.13,11
0.14,11
0.15,11
0.16,11
0.17,11
0.18,8
0.19,8
0.2,7
0.21,7
0.22,5
0.23,5
0.24,5
0.25,5
0.26,5
0.27,5
0.28,5
0.29,5
0.3,5
0.31,5
0.32,5
0.33,5
0.34,7
0.35,7
0.36,5
0.37,7
0.38,7
0.39,7
0.4,7
0.41,7
0.42,7
0.43,7
0.44,7
0.45,7
0.46,9
0.47,9
0.48,14
0.49,14
0.5,14
0.51,14
0.52,14
0.53,17
0.54,15
0.55,15
0.56,15
0.57,15
0.58,17
0.59,15
0.6,15
0.61,15
0.62,15
0.63,15
0.64,13
0.65,13
0.66,13
0.67,12
0.68,12
0.69,11
0.7,9
0.71,9
0.72,7
0.73,5
0.74,5
0.75,0
0.76,0
0.77,0
0.78,0
0.79,0
0.8,0
0.81,0
0.82,0
0.83,0
0.84,0
0.85,0
0.86,0
0.87,0
0.88,0
0.89,0
0.9,0
0.91,0
0.92,0
0.93,0
0.94,0
0.95,0
0.96,0
0.97,0
0.98,0
0.99,0
1,0
