t,w1,w2,sigma
1.07984293457389e-06,-0.818921191481501,0.819437830796423,1
1.08984293457389e-06,-0.815629554949953,0.826377777889396,1
1.09984293457389e-06,-0.812310190584808,0.83330173017589,1
1.10984293457389e-06,-0.80896316257412,0.840209583291612,1
1.11984293457389e-06,-0.805588535522803,0.847101233171543,1
1.12984293457389e-06,-0.802186374451428,0.85397657605148,1
1.13984293457389e-06,-0.79875674479502,0.860835508469578,1
1.14984293457389e-06,-0.795299712401845,0.867677927267882,1
1.15984293457389e-06,-0.791815343532187,0.874503729593856,1
1.16984293457389e-06,-0.788303704857131,0.881312812901909,1
1.17984293457389e-06,-0.784764863457326,0.888105074954909,1
1.18984293457389e-06,-0.781198886821749,0.894880413825697,1
1.19984293457389e-06,-0.777605842846465,0.901638727898593,1
1.20984293457389e-06,-0.773985799833375,0.908379915870896,1
1.21984293457389e-06,-0.770338826488963,0.915103876754383,1
1.22984293457389e-06,-0.766664991923035,0.921810509876794,1
1.23984293457389e-06,-0.762964365647451,0.928499714883319,1
1.24984293457389e-06,-0.759237017574852,0.935171391738075,1
1.25984293457389e-06,-0.755483018017384,0.94182544072558,1
1.26984293457389e-06,-0.75170243768541,0.948461762452219,1
1.27984293457389e-06,-0.747895347686222,0.955080257847707,1
1.28984293457389e-06,-0.744061819522745,0.961680828166539,1
1.29984293457389e-06,-0.740201925092232,0.968263374989449,1
1.30984293457389e-06,-0.73631573668496,0.974827800224846,1
1.31984293457389e-06,-0.732403326982915,0.981374006110254,1
1.32984293457389e-06,-0.728464769058469,0.987901895213746,1
1.33984293457389e-06,-0.724500136373062,0.994411370435371,1
1.34984293457389e-06,-0.720509502775866,1.00090233500857,1
1.35984293457389e-06,-0.716492942502449,1.0073746925016,1
1.36984293457389e-06,-0.712450530173435,1.01382834681892,1
1.37984293457389e-06,-0.708382340793157,1.02026320220264,1
1.38984293457389e-06,-0.704288449748299,1.02667916323385,1
1.39984293457389e-06,-0.700168932806543,1.03307613483408,1
1.40984293457389e-06,-0.696023866115199,1.03945402226664,1
1.41984293457389e-06,-0.69185332619984,1.04581273113802,1
1.42984293457389e-06,-0.687657389962924,1.05215216739924,1
1.43984293457389e-06,-0.683436134682413,1.05847223734724,1
1.44984293457389e-06,-0.679189638010387,1.06477284762624,1
1.45984293457389e-06,-0.674917977971653,1.07105390522907,1
1.46984293457389e-06,-0.670621232962348,1.07731531749856,1
1.47984293457389e-06,-0.666299481748533,1.08355699212884,1
1.48984293457389e-06,-0.661952803464789,1.08977883716669,1
1.49984293457389e-06,-0.657581277612804,1.09598076101288,1
1.50984293457389e-06,-0.65318498405995,1.10216267242349,1
1.51984293457389e-06,-0.648764003037863,1.10832448051122,1
1.52984293457389e-06,-0.644318415141012,1.11446609474671,1
1.53984293457389e-06,-0.639848301325268,1.12058742495985,1
1.54984293457389e-06,-0.635353742906459,1.12668838134104,1
1.55984293457389e-06,-0.630834821558929,1.13276887444254,1
1.56984293457389e-06,-0.626291619314087,1.13882881517973,1
1.57984293457389e-06,-0.621724218558953,1.14486811483236,1
1.58984293457389e-06,-0.617132702034696,1.15088668504589,1
1.59984293457389e-06,-0.612517152835171,1.15688443783268,1
1.60984293457389e-06,-0.607877654405446,1.16286128557332,1
1.61984293457389e-06,-0.603214290540329,1.16881714101784,1
1.62984293457389e-06,-0.598527145382887,1.17475191728698,1
1.63984293457389e-06,-0.59381630342296,1.18066552787342,1
1.64984293457389e-06,-0.589081849495672,1.18655788664301,1
1.65984293457389e-06,-0.584323868779935,1.19242890783601,1
1.66984293457388e-06,-0.579542446796949,1.19827850606834,1
1.67984293457388e-06,-0.574737669408696,1.20410659633271,1
1.68984293457388e-06,-0.569909622816433,1.20991309399993,1
1.69984293457388e-06,-0.565058393559176,1.21569791482005,1
1.70984293457388e-06,-0.560184068512179,1.22146097492358,1
1.71984293457388e-06,-0.555286734885411,1.22720219082265,1
1.72984293457388e-06,-0.550366480222027,1.23292147941225,1
1.73984293457388e-06,-0.545423392396837,1.23861875797134,1
1.74984293457388e-06,-0.540457559614762,1.24429394416408,1
1.75984293457388e-06,-0.535469070409296,1.24994695604093,1
1.76984293457388e-06,-0.530458013640956,1.25557771203987,1
1.77984293457388e-06,-0.525424478495729,1.26118613098752,1
1.78984293457388e-06,-0.520368554483519,1.26677213210026,1
1.79984293457388e-06,-0.515290331436582,1.27233563498541,1
1.80984293457388e-06,-0.510189899507958,1.27787655964234,1
1.81984293457388e-06,-0.505067349169908,1.28339482646358,1
1.82984293457388e-06,-0.499922771212332,1.28889035623596,1
1.83984293457388e-06,-0.494756256741193,1.29436307014171,1
1.84984293457388e-06,-0.489567897176933,1.29981288975954,1
1.85984293457388e-06,-0.484357784252883,1.3052397370658,1
1.86984293457388e-06,-0.479126010013673,1.31064353443547,1
1.87984293457388e-06,-0.473872666813633,1.31602420464335,1
1.88984293457388e-06,-0.468597847315193,1.32138167086506,1
1.89984293457388e-06,-0.463301644487276,1.32671585667812,1
1.90984293457388e-06,-0.45798415160369,1.33202668606305,1
1.91984293457388e-06,-0.452645462241514,1.33731408340439,1
1.92984293457388e-06,-0.447285670279478,1.34257797349175,1
1.93984293457388e-06,-0.441904869896343,1.34781828152087,1
1.94984293457388e-06,-0.43650315556927,1.35303493309463,1
1.95984293457388e-06,-0.431080622072196,1.3582278542241,1
1.96984293457388e-06,-0.425637364474194,1.36339697132955,1
1.97984293457388e-06,-0.420173478137836,1.36854221124146,1
1.98984293457388e-06,-0.41468905871755,1.37366350120153,1
1.99984293457388e-06,-0.409184202157973,1.37876076886368,1
2.00984293457388e-06,-0.4036590046923,1.38383394229505,1
2.01984293457388e-06,-0.39811356284063,1.38888294997696,1
2.02984293457388e-06,-0.392547973408307,1.39390772080592,1
2.03984293457388e-06,-0.386962333484255,1.39890818409459,1
2.04984293457388e-06,-0.381356740439316,1.40388426957272,1
2.05984293457388e-06,-0.375731291924575,1.40883590738816,1
2.06984293457388e-06,-0.37008608586969,1.41376302810776,1
2.07984293457388e-06,-0.364421220481211,1.41866556271832,1
2.08984293457388e-06,-0.358736794240898,1.42354344262758,1
2.09984293457388e-06,-0.353032905904038,1.42839659966506,1
2.10984293457388e-06,-0.347309654497755,1.43322496608306,1
2.11984293457388e-06,-0.341567139319317,1.43802847455753,1
2.12984293457388e-06,-0.335805459934438,1.44280705818899,1
2.13984293457388e-06,-0.33002471617558,1.44756065050345,1
2.14984293457388e-06,-0.324225008140249,1.45228918545327,1
2.15984293457388e-06,-0.318406436189286,1.45699259741805,1
2.16984293457388e-06,-0.31256910094516,1.46167082120554,1
2.17984293457388e-06,-0.306713103290249,1.46632379205248,1
2.18984293457388e-06,-0.300838544365125,1.47095144562548,1
2.19984293457388e-06,-0.294945525566833,1.47555371802188,1
2.20984293457388e-06,-0.289034148547166,1.48013054577058,1
2.21984293457388e-06,-0.283104515210936,1.4846818658329,1
2.22984293457388e-06,-0.277156727714244,1.48920761560342,1
2.23984293457388e-06,-0.271190888462746,1.49370773291078,1
2.24984293457388e-06,-0.26520710010991,1.49818215601854,1
2.25984293457388e-06,-0.259205465555284,1.50263082362597,1
2.26984293457388e-06,-0.253186087942741,1.50705367486884,1
2.27984293457388e-06,-0.247149070658741,1.51145064932028,1
2.28984293457388e-06,-0.241094517330572,1.5158216869915,1
2.29984293457388e-06,-0.235022531824602,1.5201667283326,1
2.30984293457388e-06,-0.228933218244518,1.52448571423338,1
2.31984293457388e-06,-0.222826680929568,1.52877858602406,1
2.32984293457388e-06,-0.216703024452797,1.53304528547608,1
2.33984293457388e-06,-0.21056235361928,1.53728575480284,1
2.34984293457388e-06,-0.204404773464353,1.54149993666042,1
2.35984293457388e-06,-0.198230389251842,1.54568777414839,1
2.36984293457388e-06,-0.192039306472287,1.54984921081046,1
2.37984293457388e-06,-0.185831630841161,1.55398419063528,1
2.38984293457388e-06,-0.179607468297095,1.55809265805711,1
2.39984293457388e-06,-0.173366925000088,1.56217455795654,1
2.40984293457388e-06,-0.167110107329723,1.5662298356612,1
2.41984293457388e-06,-0.160837121883377,1.57025843694646,1
2.42984293457388e-06,-0.154548075474432,1.57426030803611,1
2.43984293457388e-06,-0.148243075130472,1.57823539560304,1
2.44984293457388e-06,-0.141922228091494,1.58218364676993,1
2.45984293457388e-06,-0.135585641808102,1.58610500910987,1
2.46984293457388e-06,-0.129233423939705,1.58999943064709,1
2.47984293457388e-06,-0.122865682352714,1.59386685985755,1
2.48984293457388e-06,-0.11648252511873,1.59770724566961,1
2.49984293457388e-06,-0.110084060512734,1.60152053746466,1
2.50984293457388e-06,-0.103670397011275,1.60530668507776,1
2.51984293457388e-06,-0.0972416432906553,1.60906563879824,1
2.52984293457388e-06,-0.0907979082251074,1.61279734937034,1
2.53984293457388e-06,-0.0843393008849778,1.61650176799377,1
2.54984293457388e-06,-0.0778659305349014,1.62017884632437,1
2.55984293457388e-06,-0.0713779066319769,1.62382853647467,1
2.56984293457388e-06,-0.0648753388239385,1.62745079101445,1
2.57984293457388e-06,-0.0583583369473255,1.63104556297136,1
2.58984293457388e-06,-0.0518270110256505,1.63461280583147,1
2.59984293457388e-06,-0.0452814712675633,1.6381524735398,1
2.60984293457388e-06,-0.0387218280650155,1.64166452050094,1
2.61984293457388e-06,-0.0321481919914197,1.64514890157954,1
2.62984293457388e-06,-0.0255606737998093,1.64860557210085,1
2.63984293457388e-06,-0.0189593844209945,1.6520344878513,1
2.64984293457388e-06,-0.0123444349617166,1.65543560507896,1
2.65984293457388e-06,-0.00571593670280013,1.6588088804941,1
2.66984293457388e-06,0.00092599890269629,1.66215427126968,1
2.67984293457388e-06,0.0075812602313321,1.66547173504183,1
2.68984293457388e-06,0.0142497354911388,1.6687612299104,1
2.69984293457388e-06,0.0209313127234753,1.67202271443938,1
2.70984293457387e-06,0.0276258798048853,1.67525614765743,1
2.71306760891103e-06,0.0297874109187944,1.67629283659159,1
2.71432238715321e-06,0.0306288622846961,1.67669544095531,1
2.7155771653954e-06,0.0314705156112112,1.67709760273833,1
2.71583641299955e-06,0.0316444333308655,1.67718063752824,1
2.71636663870737e-06,0.031738417975449,1.67722550230273,-1
2.7177215292257e-06,0.0326472245554474,1.67657521832217,-1
2.72449598181733e-06,0.037185964262862,1.67331694499561,-1
2.73449598181733e-06,0.0438695793521957,1.66848646595881,-1
2.74449598181733e-06,0.0505338229790442,1.66363122831781,-1
2.75449598181733e-06,0.0571785962840095,1.65875131964224,-1
2.76449598181733e-06,0.0638038007586923,1.65384682786136,-1
2.77449598181732e-06,0.0704093382471271,1.64891784126252,-1
2.78449598181732e-06,0.0769951109472113,1.6439644484896,-1
2.79449598181732e-06,0.0835610214121281,1.63898673854144,-1
2.80449598181732e-06,0.0901069725517634,1.63398480077029,-1
2.81449598181732e-06,0.0966328676341164,1.62895872488025,-1
2.82449598181732e-06,0.103138610286704,1.62390860092565,-1
2.83449598181732e-06,0.109624104497957,1.61883451930951,-1
2.84449598181732e-06,0.116089254618616,1.61373657078194,-1
2.85449598181732e-06,0.12253396536311,1.60861484643856,-1
2.86449598181732e-06,0.128958141810941,1.60346943771889,-1
2.87449598181732e-06,0.135361689408053,1.59830043640473,-1
2.88449598181732e-06,0.141744513968201,1.59310793461863,-1
2.89449598181732e-06,0.148106521674307,1.58789202482218,-1
2.90449598181732e-06,0.154447619079815,1.58265279981449,-1
2.91449598181732e-06,0.16076771311004,1.57739035273049,-1
2.92449598181732e-06,0.167066711063502,1.57210477703936,-1
2.93449598181732e-06,0.173344520613266,1.56679616654288,-1
2.94449598181732e-06,0.179601049808266,1.5614646153738,-1
2.95449598181732e-06,0.185836207074628,1.5561102179942,-1
2.96449598181732e-06,0.192049901216978,1.55073306919385,-1
2.97449598181732e-06,0.198242041419757,1.54533326408855,-1
2.98449598181732e-06,0.204412537248519,1.53991089811852,-1
2.99449598181732e-06,0.210561298651222,1.53446606704667,-1
3.00449598181732e-06,0.216688235959521,1.52899886695702,-1
3.01449598181732e-06,0.222793259890045,1.52350939425297,-1
3.02449598181732e-06,0.228876281545673,1.51799774565567,-1
3.03449598181732e-06,0.234937212416802,1.51246401820232,-1
3.04449598181732e-06,0.240975964382605,1.50690830924453,-1
3.05449598181732e-06,0.246992449712291,1.50133071644658,-1
3.06449598181732e-06,0.252986581066344,1.49573133778377,-1
3.07449598181732e-06,0.258958271497773,1.49011027154075,-1
3.08449598181732e-06,0.264907434453339,1.48446761630974,-1
3.09449598181732e-06,0.270833983774785,1.47880347098895,-1
3.10449598181732e-06,0.276737833700054,1.47311793478075,-1
3.11449598181732e-06,0.282618898864508,1.46741110719007,-1
3.12449598181732e-06,0.288477094302126,1.46168308802262,-1
3.13449598181732e-06,0.294312335446713,1.45593397738318,-1
3.14449598181732e-06,0.300124538133085,1.45016387567391,-1
3.15449598181732e-06,0.305913618598262,1.44437288359261,-1
3.16449598181732e-06,0.311679493482639,1.43856110213096,-1
3.17449598181732e-06,0.317422079831168,1.43272863257285,-1
3.18449598181732e-06,0.323141295094513,1.42687557649259,-1
3.19449598181732e-06,0.328837057130217,1.42100203575318,-1
3.20449598181732e-06,0.334509284203847,1.41510811250458,-1
3.21449598181732e-06,0.340157894990142,1.40919390918196,-1
3.22449598181732e-06,0.345782808574149,1.40325952850392,-1
3.23449598181732e-06,0.351383944452354,1.39730507347077,-1
3.24449598181732e-06,0.356961222533803,1.39133064736275,-1
3.25449598181732e-06,0.362514563141222,1.38533635373826,-1
3.26449598181732e-06,0.368043887012122,1.37932229643212,-1
3.27449598181732e-06,0.373549115299904,1.37328857955376,-1
3.28449598181732e-06,0.379030169574953,1.36723530748547,-1
3.29449598181732e-06,0.384486971825727,1.36116258488063,-1
3.30449598181732e-06,0.389919444459834,1.35507051666189,-1
3.31449598181732e-06,0.395327510305112,1.34895920801942,-1
3.32449598181732e-06,0.400711092610687,1.3428287644091,-1
3.33449598181732e-06,0.406070115048042,1.33667929155075,-1
3.34449598181732e-06,0.41140450171206,1.33051089542629,-1
3.35449598181732e-06,0.416714177122076,1.32432368227801,-1
3.36449598181732e-06,0.421999066222909,1.31811775860666,-1
3.37449598181732e-06,0.427259094385897,1.31189323116978,-1
3.38449598181732e-06,0.432494187409918,1.30565020697975,-1
3.39449598181732e-06,0.437704271522407,1.29938879330208,-1
3.40449598181732e-06,0.442889273380363,1.29310909765355,-1
3.41449598181732e-06,0.448049120071352,1.28681122780038,-1
3.42449598181732e-06,0.453183739114501,1.28049529175645,-1
3.43449598181732e-06,0.458293058461484,1.2741613977814,-1
3.44449598181732e-06,0.463377006497504,1.26780965437889,-1
3.45449598181732e-06,0.468435512042262,1.26144017029469,-1
3.46449598181732e-06,0.473468504350924,1.25505305451488,-1
3.47449598181732e-06,0.478475913115076,1.24864841626401,-1
3.48449598181732e-06,0.483457668463679,1.24222636500325,-1
3.49449598181732e-06,0.488413700964006,1.23578701042856,-1
3.50449598181732e-06,0.493343941622584,1.22933046246879,-1
3.51449598181732e-06,0.498248321886113,1.22285683128391,-1
3.52449598181732e-06,0.503126773642397,1.21636622726309,-1
3.53449598181732e-06,0.507979229221248,1.20985876102285,-1
3.54449598181732e-06,0.5128056213954,1.20333454340524,-1
3.55449598181732e-06,0.517605883381398,1.19679368547594,-1
3.56449598181732e-06,0.522379948840499,1.1902362985224,-1
3.57449598181732e-06,0.527127751879545,1.18366249405198,-1
3.58449598181732e-06,0.53184922705185,1.17707238379007,-1
3.59449598181732e-06,0.536544309358057,1.17046607967823,-1
3.60449598181732e-06,0.541212934247007,1.16384369387227,-1
3.61449598181732e-06,0.545855037616591,1.15720533874044,-1
3.62449598181732e-06,0.550470555814592,1.15055112686149,-1
3.63449598181732e-06,0.555059425639527,1.14388117102282,-1
3.64449598181732e-06,0.559621584341478,1.13719558421854,-1
3.65449598181732e-06,0.564156969622911,1.13049447964766,-1
3.66449598181732e-06,0.568665519639497,1.12377797071213,-1
3.67449598181732e-06,0.573147173000917,1.11704617101497,-1
3.68449598181732e-06,0.577601868771662,1.11029919435838,-1
3.69449598181732e-06,0.582029546471829,1.10353715474182,-1
3.70449598181732e-06,0.586430146077902,1.09676016636013,-1
3.71449598181732e-06,0.590803608023532,1.08996834360159,-1
3.72449598181732e-06,0.59514987320031,1.08316180104608,-1
3.73449598181732e-06,0.599468882958523,1.07634065346307,-1
3.74449598181732e-06,0.603760579107913,1.06950501580981,-1
3.75449598181732e-06,0.608024903918423,1.06265500322936,-1
3.76449598181732e-06,0.612261800120939,1.05579073104866,-1
3.77449598181732e-06,0.616471210908016,1.04891231477667,-1
3.78449598181732e-06,0.620653079934608,1.0420198701024,-1
3.79449598181732e-06,0.624807351318781,1.03511351289299,-1
3.80449598181732e-06,0.628933969642422,1.02819335919183,-1
3.81449598181732e-06,0.633032879951942,1.02125952521658,-1
3.82449598181731e-06,0.637104027758968,1.01431212735725,-1
3.83449598181731e-06,0.641147359041028,1.00735128217432,-1
3.84449598181731e-06,0.645162820242229,1.00037710639673,-1
3.85449598181731e-06,0.649150358273929,0.993389716920004,-1
3.86449598181731e-06,0.653109920515397,0.986389230804295,-1
3.87449598181731e-06,0.657041454814468,0.979375765272438,-1
3.88449598181731e-06,0.660944909488192,0.972349437708021,-1
3.89449598181731e-06,0.664820233323472,0.965310365653437,-1
3.90449598181731e-06,0.668667375577692,0.958258666807945,-1
3.91449598181731e-06,0.672486285979346,0.95119445902572,-1
3.92449598181731e-06,0.676276914728651,0.944117860313905,-1
3.93449598181731e-06,0.680039212498156,0.93702898883067,-1
3.94449598181731e-06,0.683773130433338,0.929927962883252,-1
3.95449598181731e-06,0.687478620153202,0.922814900926007,-1
3.96449598181731e-06,0.69115563375086,0.915689921558458,-1
3.97449598181731e-06,0.694804123794107,0.908553143523337,-1
3.98449598181731e-06,0.698424043325995,0.901404685704628,-1
3.99449598181731e-06,0.702015345865391,0.894244667125611,-1
4.00449598181731e-06,0.705577985407528,0.887073206946902,-1
4.01449598181731e-06,0.709111916424555,0.87989042446449,-1
4.02449598181731e-06,0.712617093866072,0.872696439107773,-1
4.03449598181731e-06,0.71609347315966,0.865491370437602,-1
4.04449598181731e-06,0.719541010211403,0.858275338144307,-1
4.05449598181731e-06,0.722959661406402,0.851048462045734,-1
4.06449598181731e-06,0.726349383609281,0.843810862085279,-1
4.07449598181731e-06,0.729710134164686,0.836562658329916,-1
4.08449598181731e-06,0.733041870897774,0.82930397096823,-1
4.09449598181731e-06,0.736344552114696,0.822034920308442,-1
4.10449598181731e-06,0.739618136603073,0.814755626776442,-1
4.11449598181731e-06,0.742862583632461,0.807466210913808,-1
4.12449598181731e-06,0.746077852954811,0.800166793375839,-1
4.13449598181731e-06,0.749263904804919,0.792857494929575,-1
4.14449598181731e-06,0.752420699900868,0.785538436451821,-1
4.15449598181731e-06,0.755548199444466,0.778209738927171,-1
4.16449598181731e-06,0.758646365121672,0.770871523446028,-1
4.17449598181731e-06,0.761715159103014,0.763523911202626,-1
4.18449598181731e-06,0.764754544044,0.756167023493047,-1
4.19449598181731e-06,0.767764483085527,0.748800981713243,-1
4.20449598181731e-06,0.770744939854267,0.741425907357054,-1
4.21449598181731e-06,0.773695878463063,0.734041922014224,-1
4.22449598181731e-06,0.776617263511306,0.726649147368415,-1
4.23449598181731e-06,0.779509060085304,0.71924770519523,-1
4.24449598181731e-06,0.782371233758648,0.711837717360221,-1
4.25449598181731e-06,0.78520375059257,0.704419305816908,-1
4.26449598181731e-06,0.788006577136288,0.696992592604792,-1
4.27449598181731e-06,0.790779680427345,0.689557699847366,-1
4.28449598181731e-06,0.793523027991943,0.682114749750131,-1
4.29449598181731e-06,0.79623658784527,0.674663864598608,-1
4.30449598181731e-06,0.798920328491808,0.667205166756347,-1
4.31449598181731e-06,0.801574218925649,0.659738778662941,-1
4.32449598181731e-06,0.804198228630791,0.652264822832036,-1
4.33449598181731e-06,0.806792327581433,0.644783421849344,-1
4.34449598181731e-06,0.809356486242255,0.637294698370647,-1
4.35449598181731e-06,0.811890675568699,0.629798775119813,-1
4.36449598181731e-06,0.814394867007235,0.622295774886805,-1
4.37449598181731e-06,0.81686903249562,0.614785820525686,-1
4.38449598181731e-06,0.819313144463155,0.607269034952631,-1
4.39449598181731e-06,0.821727175830924,0.599745541143938,-1
4.40449598181731e-06,0.824111100012035,0.592215462134033,-1
4.41449598181731e-06,0.826464890911846,0.58467892101348,-1
4.42449598181731e-06,0.828788522928186,0.57713604092699,-1
4.43449598181731e-06,0.831081970951568,0.569586945071428,-1
4.44449598181731e-06,0.833345210365393,0.562031756693824,-1
4.45449598181731e-06,0.835578217046147,0.55447059908938,-1
4.46449598181731e-06,0.837780967363592,0.546903595599475,-1
4.47449598181731e-06,0.839953438180941,0.53933086960968,-1
4.48449598181731e-06,0.842095606855038,0.531752544547762,-1
4.49449598181731e-06,0.844207451236516,0.524168743881695,-1
4.50449598181731e-06,0.846288949669959,0.516579591117664,-1
4.51449598181731e-06,0.848340080994049,0.508985209798083,-1
4.52449598181731e-06,0.850360824541704,0.501385723499595,-1
4.53449598181731e-06,0.852351160140217,0.493781255831086,-1
4.54449598181731e-06,0.854311068111377,0.486171930431697,-1
4.55449598181731e-06,0.856240529271585,0.478557870968829,-1
4.56449598181731e-06,0.858139524931967,0.470939201136154,-1
