0.2,0.0496423
0.21,0.0201748
0.22,0.0455411
0.23,0.0222081
0.24,0.0233842
0.25,0.047343
0.26,0.0215922
0.27,0.0224112
0.28,0.0496943
0.29,0.0248677
0.3,0.029247
0.31,0.0304639
0.32,0.0296892
0.33,0.0271865
0.34,0.0336266
0.35,0.0294293
0.36,0.0414858
0.37,0.0335
0.38,0.0413651
0.39,0.0326912
0.4,0.0330591
0.41,0.0336719
0.42,0.063214
0.43,0.0463001
0.44,0.065202
0.45,0.0429993
0.46,0.0383643
0.47,0.0376189
0.48,0.0395427
0.49,0.040563
0.5,0.0407361
0.51,0.0410585
0.52,0.0424253
0.53,0.0535701
0.54,0.0517123
0.55,0.0464383
0.56,0.0555479
0.57,0.0512463
0.58,0.0639555
0.59,0.0504372
0.6,0.0544424
0.61,0.0499937
0.62,0.0548404
0.63,0.0696605
0.64,0.0658529
0.65,0.0731802
0.66,0.0641702
0.67,0.0586686
0.68,0.0560591
0.69,0.0885949
0.7,0.060976
0.71,0.0593884
0.72,0.0616906
0.73,0.0895785
0.74,0.072227
0.75,0.0732994
0.76,0.0647996
0.77,0.0626619
0.78,0.0659735
0.79,0.065091
0.8,0.0656171
0.81,0.0673246
0.82,0.0668119
0.83,0.0988342
0.84,0.0893488
0.85,0.0994504
0.86,0.0951681
0.87,0.0854066
0.88,0.10613
0.89,0.0849034
0.9,0.108628
0.91,0.0862317
0.92,0.113921
0.93,0.0945033
0.94,0.0926874
0.95,0.1091834
0.96,0.0982849
0.97,0.1031786
0.98,0.113121
0.99,0.1032965
1,0.096234
