0.01,14.2261219988684
0.02,14.3022526071489
0.03,14.3787638684709
0.04,14.4556576860994
0.05,14.5329359728161
0.06,14.6106006509664
0.07,14.6886536525075
0.08,14.7670969190562
0.09,14.8459324019377
0.1,14.9251620622336
0.11,15.004787870831
0.12,15.0848118084713
0.13,15.1652358657999
0.14,15.2460620434151
0.15,15.3272923519184
0.16,15.4089288119642
0.17,15.4909734543102
0.18,15.573428319868
0.19,15.6562954597535
0.2,15.7395769353385
0.21,15.8232748183014
0.22,15.9073911906791
0.23,15.9919281449187
0.24,16.0768877839295
0.25,16.1622722211353
0.26,16.2480835805272
0.27,16.3343239967161
0.28,16.4209956149858
0.29,16.508100591347
0.3,16.5956410925899
0.31,16.6836192963391
0.32,16.772037391107
0.33,16.8608975763487
0.34,16.9502020625167
0.35,17.0399530711155
0.36,17.1301528347572
0.37,17.2208035972172
0.38,17.3119076134895
0.39,17.4034671498432
0.4,17.4954844838786
0.41,17.5879619045842
0.42,17.6809017123933
0.43,17.7743062192415
0.44,17.8681777486239
0.45,17.9625186356532
0.46,18.0573312271177
0.47,18.1526178815395
0.48,18.2483809692334
0.49,18.3446228723658
0.5,18.4413459850138
0.51,18.5385527132251
0.52,18.6362454750774
0.53,18.734426700739
0.54,18.8330988325289
0.55,18.9322643249778
0.56,19.0319256448889
0.57,19.1320852713995
0.58,19.2327456960427
0.59,19.3339094228091
0.6,19.4355789682094
0.61,19.5377568613366
0.62,19.6404456439295
0.63,19.7436478704354
0.64,19.8473661080738
0.65,19.9516029369003
0.66,20.056360949871
0.67,20.1616427529066
0.68,20.2674509649573
0.69,20.3737882180683
0.7,20.4806571574449
0.71,20.5880604415183
0.72,20.6960007420121
0.73,20.8044807440084
0.74,20.9135031460146
0.75,21.0230706600309
0.76,21.1331860116172
0.77,21.2438519399615
0.78,21.3550711979476
0.79,21.4668465522235
0.8,21.5791807832708
0.81,21.6920766854734
0.82,21.805537067187
0.83,21.9195647508091
0.84,22.0341625728493
0.85,22.1493333839998
0.86,22.265080049206
0.87,22.3814054477382
0.88,22.4983124732631
0.89,22.6158040339157
0.9,22.7338830523714
0.91,22.8525524659195
0.92,22.9718152265353
0.93,23.0916743009542
0.94,23.2121326707452
0.95,23.3331933323851
0.96,23.4548592973332
0.97,23.5771335921061
0.98,23.7000192583528
0.99,23.8235193529308
1,23.9476369479817
1.01,24.0723751310078
1.02,24.197737004949
1.03,24.32372568826
1.04,24.4503443149875
1.05,24.5775960348486
1.06,24.7054840133091
1.07,24.8340114316618
1.08,24.9631814871063
1.09,25.0929973928281
1.1,24.9675324058639
1.11,24.8426947438346
1.12,24.7184812701154
1.13,24.5948888637649
1.14,24.471914419446
1.15,24.3495548473488
1.16,24.2278070731121
1.17,24.1066680377465
1.18,23.9861346975578
1.19,23.86620402407
1.2,23.7468730039496
1.21,23.6281386389299
1.22,23.5099979457352
1.23,23.3924479560066
1.24,23.2754857162265
1.25,23.1591082876454
1.26,23.0433127462072
1.27,22.9280961824761
1.28,22.8134557015637
1.29,22.6993884230559
1.3,22.5858914809406
1.31,22.4729620235359
1.32,22.3605972134183
1.33,22.2487942273512
1.34,22.1375502562144
1.35,22.0268625049333
1.36,21.9167281924087
1.37,21.8071445514466
1.38,21.6981088286894
1.39,21.589618284546
1.4,21.4816701931232
1.41,21.3742618421576
1.42,21.2673905329468
1.43,21.1610535802821
1.44,21.0552483123807
1.45,20.9499720708188
1.46,20.8452222104647
1.47,20.7409960994124
1.48,20.6372911189153
1.49,20.5341046633207
1.5,20.4314341400041
1.51,20.3292769693041
1.52,20.2276305844576
1.53,20.1264924315353
1.54,20.0258599693776
1.55,19.9257306695307
1.56,20.0303593211646
1.57,20.1355111160566
1.58,20.2411886699231
1.59,20.3473946115589
1.6,20.4541315829029
1.61,20.5614022391036
1.62,20.6692092485854
1.63,20.7775552931145
1.64,20.8864430678663
1.65,20.9958752814918
1.66,21.1058546561855
1.67,21.2163839277526
1.68,21.3274658456776
1.69,21.4391031731922
1.7,21.5512986873443
1.71,21.6640551790673
1.72,21.7773754532488
1.73,21.8912623288013
1.74,22.0057186387315
1.75,22.1207472302113
1.76,22.2363509646486
1.77,22.352532717758
1.78,22.469295379633
1.79,22.5866418548174
1.8,22.7045750623777
1.81,22.8230979359758
1.82,22.9422134239419
1.83,23.0619244893478
1.84,23.1822341100807
1.85,23.3031452789173
1.86,23.4246610035981
1.87,23.5467843069023
1.88,23.669518226723
1.89,23.7928658161429
1.9,23.9168301435098
1.91,24.0414142925135
1.92,24.1666213622623
1.93,24.2924544673598
1.94,24.4189167379828
1.95,24.546011319959
1.96,24.673741374845
1.97,24.8021100800054
1.98,24.9311206286916
1.99,25.0607762301213
2,24.9354723489707
2.01,24.8107949872258
2.02,24.6867410122897
2.03,24.5633073072282
2.04,24.4404907706921
2.05,24.3182883168386
2.06,24.1966968752544
2.07,24.0757133908782
2.08,23.9553348239238
2.09,23.8355581498042
2.1,23.7163803590552
2.11,23.5977984572599
2.12,23.4798094649736
2.13,23.3624104176487
2.14,23.2455983655605
2.15,23.1293703737327
2.16,23.013723521864
2.17,22.8986549042547
2.18,22.7841616297334
2.19,22.6702408215847
2.2,22.5568896174768
2.21,22.4441051693894
2.22,22.3318846435425
2.23,22.2202252203248
2.24,22.1091240942231
2.25,21.998578473752
2.26,21.8885855813833
2.27,21.7791426534764
2.28,21.670246940209
2.29,21.5618957055079
2.3,21.4540862269804
2.31,21.3468157958455
2.32,21.2400817168663
2.33,21.1338813082819
2.34,21.0282119017405
2.35,20.9230708422318
