0.2,8.1763525
0.21,5.6524557
0.22,5.8871239
0.23,5.7020623
0.24,5.5291323
0.25,5.6582934
0.26,6.1361022
0.27,5.9401556
0.28,6.0202241
0.29,6.0208537
0.3,7.0031491
0.31,6.2604308
0.32,6.2582739
0.33,6.3144688
0.34,6.6849672
0.35,7.4628076
0.36,6.7099327
0.37,6.5498208
0.38,8.1402537
0.39,9.8687641
0.4,9.9469093
0.41,13.3356017
0.42,13.2931629
0.43,14.1540291
0.44,13.4554615
0.45,13.8089189
0.46,14.2503133
0.47,14.2575466
0.48,14.2174129
0.49,14.502708
0.5,14.5730984
0.51,14.8310067
0.52,15.2076797
0.53,14.4822224
0.54,14.6589984
0.55,15.2989724
0.56,14.9880599
0.57,15.3418169
0.58,15.3786011
0.59,15.5210608
0.6,15.1618771
0.61,15.6958887
0.62,15.6759745
0.63,15.909764
0.64,16.6033795
0.65,16.3191071
0.66,16.364299
0.67,16.372781
0.68,16.6736378
0.69,16.6636909
0.7,17.269557
0.71,16.5158142
0.72,17.273023
0.73,18.1516355
0.74,19.3288626
0.75,22.5861139
0.76,24.3645699
0.77,23.010126
0.78,23.4459122
0.79,23.3200666
0.8,23.8761585
0.81,24.6889904
0.82,25.1687429
0.83,25.4152164
0.84,26.0260993
0.85,25.8862017
0.86,26.3679872
0.87,26.4145098
0.88,26.4518406
0.89,27.1989788
0.9,27.5074385
0.91,27.6312361
0.92,27.638887
0.93,28.889699
0.94,29.0333204
0.95,28.2310643
0.96,28.177728
0.97,28.83518
0.98,29.6241611
0.99,29.3342873
1,29.7704596
